company,fiscalDateEnding,totalRevenue,grossProfit,operatingIncome,netIncome,interestExpense,costOfRevenue,researchAndDevelopment,sellingGeneralAndAdministrative,incomeBeforeTax,operatingCashflow,capitalExpenditures,cashflowFromFinancing,dividendPayout,changeInReceivables,changeInInventory,cashflowFromInvestment,totalAssets,totalLiabilities,totalCurrentAssets,totalCurrentLiabilities,cashAndShortTermInvestments,inventory,currentNetReceivables,propertyPlantEquipment,goodwill,intangibleAssets
Microsoft,31-03-2010,14503000000,11748000000,5173000000,4006000000,38000000,2755000000,2220000000,1152000000,5341000000,7393000000,408000000,-2726000000,1139000000,1947000000,0,-5904000000,84910000000,39200000000,54518000000,26424000000,8155000000,501000000,9137000000,7372000000,12463000000,1282000000
Microsoft,30-06-2010,16039000000,12869000000,5930000000,4518000000,37000000,3170000000,2350000000,928000000,6024000000,5604000000,758000000,-4098000000,1130000000,-4144000000,-558000000,-4119000000,86113000000,39938000000,55676000000,26147000000,5505000000,740000000,13014000000,7630000000,12394000000,1158000000
Microsoft,30-09-2010,16195000000,13056000000,7116000000,5410000000,45000000,3139000000,2196000000,938000000,7230000000,8194000000,564000000,-639000000,1118000000,3674000000,-468000000,-4957000000,91540000000,44598000000,59581000000,25857000000,8161000000,1242000000,9646000000,7771000000,12471000000,1077000000
Microsoft,31-12-2010,19953000000,15120000000,8165000000,6634000000,72000000,4833000000,2185000000,945000000,8497000000,4186000000,491000000,-6751000000,1363000000,-3270000000,380000000,-1570000000,92306000000,43825000000,59684000000,24312000000,4023000000,861000000,12874000000,7799000000,12502000000,992000000
Microsoft,31-03-2011,16428000000,12531000000,5709000000,5232000000,84000000,3897000000,2269000000,1160000000,6025000000,8672000000,658000000,1437000000,1349000000,3031000000,-170000000,-7139000000,99727000000,46275000000,66263000000,24042000000,7021000000,1056000000,10033000000,7969000000,12554000000,840000000
Microsoft,30-06-2011,17367000000,13659000000,6171000000,5874000000,94000000,3708000000,2393000000,1179000000,6319000000,5942000000,642000000,-2423000000,1350000000,-4886000000,-303000000,-950000000,1.08704E+11,51621000000,74918000000,28774000000,9610000000,1372000000,14987000000,8162000000,12581000000,744000000
Microsoft,30-09-2011,17372000000,13595000000,7203000000,5738000000,94000000,3777000000,2329000000,1163000000,7306000000,8493000000,436000000,-2869000000,1341000000,4733000000,-920000000,-2315000000,1.07415E+11,48024000000,75271000000,25543000000,12881000000,2270000000,10153000000,8033000000,12537000000,1026000000
Microsoft,31-12-2011,20885000000,15247000000,7994000000,6624000000,95000000,5638000000,2371000000,1120000000,8239000000,5862000000,498000000,-2513000000,1683000000,-3652000000,891000000,-5568000000,1.12243E+11,48122000000,72513000000,25373000000,10610000000,1351000000,13643000000,8010000000,19670000000,2581000000
Microsoft,31-03-2012,17407000000,13455000000,6374000000,5108000000,95000000,3952000000,2517000000,1150000000,6363000000,9594000000,749000000,-1605000000,1683000000,2770000000,-50000000,-12241000000,1.1801E+11,49351000000,76860000000,26170000000,6388000000,1412000000,10961000000,8225000000,19698000000,2756000000
Microsoft,30-06-2012,18059000000,13896000000,192000000,-492000000,96000000,4163000000,2594000000,1136000000,359000000,7677000000,622000000,-2421000000,1678000000,-5007000000,263000000,-4662000000,1.21271E+11,54908000000,85084000000,32688000000,6938000000,1137000000,15780000000,8269000000,13452000000,3170000000
Microsoft,30-09-2012,16008000000,11840000000,5308000000,4466000000,95000000,4168000000,2460000000,1127000000,5534000000,8484000000,603000000,-2714000000,1676000000,6156000000,-473000000,-7719000000,1.21876E+11,53040000000,84051000000,31402000000,5036000000,1624000000,9871000000,8329000000,14466000000,3423000000
Microsoft,31-12-2012,21456000000,15764000000,7771000000,6377000000,105000000,5692000000,2528000000,1156000000,7770000000,4780000000,930000000,-1221000000,1933000000,-4488000000,-33000000,-2593000000,1.28683E+11,56107000000,89574000000,31910000000,6017000000,1661000000,14317000000,8698000000,14727000000,3341000000
Microsoft,31-03-2013,20489000000,15702000000,7612000000,6055000000,109000000,4787000000,2640000000,1656000000,7603000000,9666000000,930000000,-2744000000,1925000000,2191000000,-483000000,-7660000000,1.34105E+11,57417000000,93524000000,31929000000,5240000000,2133000000,11991000000,9204000000,14682000000,3240000000
Microsoft,30-06-2013,19896000000,14294000000,6073000000,4965000000,120000000,5602000000,2783000000,1210000000,6145000000,5903000000,1794000000,-1469000000,1921000000,-5666000000,187000000,-5839000000,1.42431E+11,63487000000,1.01466E+11,37417000000,3804000000,1938000000,17486000000,9991000000,14655000000,3083000000
Microsoft,30-09-2013,18529000000,13384000000,6334000000,5244000000,118000000,5145000000,2767000000,979000000,6408000000,8205000000,1231000000,-3396000000,1916000000,6617000000,-667000000,-4614000000,1.42348E+11,60707000000,99450000000,34623000000,4023000000,2613000000,11007000000,10774000000,14667000000,2982000000
Microsoft,31-12-2013,24519000000,16197000000,7969000000,6558000000,135000000,8322000000,2748000000,1197000000,7878000000,4413000000,1732000000,2615000000,2332000000,-4875000000,1029000000,-1025000000,1.53543E+11,68443000000,1.0687E+11,33742000000,10059000000,1594000000,15986000000,11567000000,14680000000,2945000000
Microsoft,31-03-2014,20403000000,14425000000,6974000000,5660000000,175000000,5978000000,2743000000,1166000000,6957000000,10099000000,1192000000,-4304000000,2322000000,2501000000,-324000000,-4284000000,1.56119E+11,68695000000,1.09006E+11,33903000000,11572000000,1920000000,13497000000,11771000000,14751000000,2901000000
Microsoft,30-06-2014,23382000000,15787000000,6482000000,4612000000,169000000,7595000000,3123000000,1373000000,6577000000,9514000000,1330000000,-3309000000,2309000000,-5363000000,-199000000,-8910000000,1.72384E+11,82600000000,1.14246E+11,45625000000,8669000000,2660000000,19544000000,13011000000,20127000000,6981000000
Microsoft,30-09-2014,23201000000,14928000000,5844000000,4540000000,161000000,8273000000,3065000000,1151000000,5896000000,8354000000,1282000000,-2978000000,2307000000,6627000000,-483000000,-7737000000,1.69656E+11,79486000000,1.12439E+11,44694000000,6302000000,3141000000,12887000000,13229000000,20081000000,6693000000
Microsoft,31-12-2014,26470000000,16334000000,7776000000,5863000000,162000000,10136000000,2903000000,1097000000,7850000000,4340000000,1490000000,534000000,2547000000,-3378000000,1070000000,-4716000000,1.74848E+11,82969000000,1.16362E+11,47415000000,6426000000,2053000000,16186000000,13607000000,21855000000,7299000000
Microsoft,31-03-2015,21729000000,14568000000,6594000000,4985000000,211000000,7161000000,2984000000,1091000000,6517000000,9601000000,1391000000,-3096000000,2532000000,3655000000,-430000000,-5481000000,1.76683E+11,86551000000,1.18398E+11,40748000000,7414000000,2469000000,12427000000,14375000000,21728000000,6963000000
Microsoft,30-06-2015,22180000000,14712000000,-2053000000,-3195000000,247000000,7468000000,3094000000,1272000000,-1756000000,6816000000,1781000000,-3571000000,2496000000,-5448000000,-429000000,-5067000000,1.74472E+11,94389000000,1.24712E+11,49647000000,5595000000,2902000000,17908000000,14731000000,16939000000,4835000000
Microsoft,30-09-2015,20379000000,13172000000,5793000000,4902000000,249000000,7207000000,2962000000,1084000000,5513000000,8876000000,1356000000,-3930000000,2475000000,6376000000,-937000000,-5066000000,1.72896E+11,95451000000,1.21656E+11,49399000000,5431000000,3816000000,11444000000,15046000000,17142000000,4745000000
Microsoft,31-12-2015,23796000000,13924000000,6026000000,5018000000,309000000,9872000000,2900000000,1038000000,5855000000,5618000000,2024000000,-518000000,2868000000,-3118000000,1104000000,-3328000000,1.80098E+11,1.03318E+11,1.27812E+11,42643000000,7185000000,2702000000,14507000000,15789000000,17436000000,4619000000
Microsoft,31-03-2016,20531000000,12809000000,5283000000,3756000000,340000000,7722000000,2980000000,1140000000,5036000000,10367000000,2308000000,-4916000000,2842000000,2288000000,241000000,-5483000000,1.81869E+11,1.07063E+11,1.28421E+11,44354000000,7170000000,2450000000,12247000000,16831000000,17948000000,4459000000
Microsoft,30-06-2016,20614000000,12635000000,3080000000,3122000000,345000000,7979000000,3146000000,1301000000,3347000000,8464000000,2655000000,971000000,2821000000,-6076000000,192000000,-10073000000,1.93468E+11,1.21471E+11,1.3966E+11,59357000000,6510000000,2251000000,18277000000,18356000000,17872000000,3733000000
Microsoft,30-09-2016,21928000000,14084000000,6715000000,5667000000,437000000,7844000000,3106000000,1045000000,6827000000,11549000000,2163000000,14329000000,2800000000,7174000000,-867000000,-18470000000,2.12524E+11,1.42152E+11,1.57909E+11,58810000000,13928000000,3122000000,11129000000,19224000000,17907000000,3522000000
Microsoft,31-12-2016,25826000000,15925000000,7905000000,6267000000,521000000,9901000000,3062000000,879000000,8022000000,6293000000,1988000000,3016000000,3024000000,-2711000000,1132000000,-14751000000,2.2461E+11,1.55801E+11,1.44949E+11,70787000000,8468000000,1961000000,14343000000,21379000000,34524000000,11001000000
Microsoft,31-03-2017,23212000000,15152000000,6723000000,5486000000,609000000,8060000000,3355000000,1202000000,7094000000,10660000000,1695000000,-6236000000,3012000000,1487000000,-16000000,-6191000000,2.25017E+11,1.55288E+11,1.46313E+11,52005000000,6713000000,1979000000,12882000000,21962000000,34668000000,10547000000
Microsoft,30-06-2017,23317000000,14861000000,5330000000,6513000000,655000000,8456000000,3514000000,1355000000,5545000000,11005000000,2283000000,-2701000000,3009000000,-6875000000,-199000000,-7369000000,2.50312E+11,1.62601E+11,1.59851E+11,55745000000,7663000000,2181000000,22431000000,23734000000,35122000000,10106000000
Microsoft,30-09-2017,24538000000,16260000000,7708000000,6576000000,672000000,8278000000,3574000000,1166000000,7984000000,12440000000,2132000000,-6341000000,3003000000,7949000000,-1023000000,-6904000000,2.49097E+11,1.5945E+11,1.61031E+11,51615000000,6884000000,3211000000,14561000000,24809000000,35389000000,9598000000
Microsoft,31-12-2017,28918000000,17854000000,8679000000,-6302000000,698000000,11064000000,3504000000,1109000000,9169000000,7875000000,2586000000,-1552000000,3238000000,-3908000000,1205000000,-331000000,2.56003E+11,1.77643E+11,1.67633E+11,58099000000,12859000000,2003000000,18428000000,26304000000,35355000000,9034000000
Microsoft,31-03-2018,26819000000,17550000000,8292000000,7424000000,691000000,9269000000,3715000000,1208000000,8641000000,12151000000,2934000000,-19658000000,3232000000,1285000000,-75000000,3844000000,2.45497E+11,1.66258E+11,1.56659E+11,46133000000,9221000000,2084000000,17208000000,27929000000,35582000000,8544000000
Microsoft,30-06-2018,30085000000,20343000000,10379000000,8873000000,672000000,9742000000,3933000000,1271000000,10680000000,11418000000,3980000000,-6039000000,3226000000,-9188000000,-572000000,-2670000000,2.58848E+11,1.7613E+11,1.69662E+11,58488000000,11946000000,2662000000,26481000000,29460000000,35683000000,8053000000
Microsoft,30-09-2018,29084000000,19179000000,9955000000,8824000000,674000000,9905000000,3977000000,1149000000,10221000000,13657000000,3602000000,-7384000000,3220000000,9194000000,-956000000,-2953000000,2.57619E+11,1.71652E+11,1.64195E+11,56277000000,15137000000,3614000000,17390000000,31430000000,35855000000,7579000000
Microsoft,31-12-2018,32471000000,20048000000,10258000000,8420000000,672000000,12423000000,4070000000,1132000000,10385000000,8900000000,3707000000,-13216000000,3544000000,-2396000000,1654000000,-4200000000,2.58859E+11,1.66731E+11,1.56874E+11,50318000000,6638000000,1961000000,19680000000,32717000000,41577000000,8482000000
Microsoft,31-03-2019,30571000000,20401000000,10341000000,8809000000,671000000,10170000000,4316000000,1179000000,10486000000,13520000000,2565000000,-7601000000,3526000000,460000000,12000000,-1363000000,2.63281E+11,1.68417E+11,1.59887E+11,53861000000,11212000000,1951000000,19269000000,33648000000,41861000000,8103000000
Microsoft,30-06-2019,33717000000,23305000000,12405000000,13187000000,669000000,10412000000,4513000000,1425000000,12596000000,16108000000,4051000000,-8686000000,3521000000,-10070000000,-113000000,-7257000000,2.86556E+11,1.84226E+11,1.75552E+11,69420000000,11356000000,2063000000,29524000000,36477000000,42026000000,7750000000
Microsoft,30-09-2019,33055000000,22649000000,12686000000,10678000000,637000000,10406000000,4565000000,1061000000,12686000000,13818000000,3385000000,-10209000000,3510000000,10090000000,-561000000,-1776000000,2.78955E+11,1.72894E+11,1.65896E+11,58118000000,13117000000,2622000000,19087000000,38409000000,42113000000,7508000000
Microsoft,31-12-2019,36906000000,24548000000,13891000000,11649000000,654000000,12358000000,4603000000,1121000000,14085000000,10680000000,3545000000,-8915000000,3886000000,-4203000000,799000000,-6036000000,2.82794E+11,1.72685E+11,1.67074E+11,59640000000,8864000000,1823000000,23525000000,40522000000,42248000000,7126000000
Microsoft,31-03-2020,35021000000,24046000000,12975000000,10752000000,614000000,10975000000,4887000000,1273000000,12843000000,17504000000,3767000000,-14645000000,3876000000,891000000,181000000,51000000,2.85449E+11,1.70948E+11,1.70505E+11,58707000000,11710000000,1644000000,22699000000,41221000000,42064000000,6855000000
Microsoft,30-06-2020,38033000000,25694000000,13407000000,11202000000,686000000,12339000000,5214000000,1656000000,13422000000,18673000000,4744000000,-12262000000,3865000000,-9355000000,-251000000,-4462000000,3.01311E+11,1.83007E+11,1.81915E+11,72310000000,13576000000,1895000000,32011000000,44151000000,43351000000,7038000000
Microsoft,30-09-2020,37154000000,26152000000,15876000000,13893000000,589000000,11002000000,4926000000,1119000000,16124000000,19335000000,4907000000,-10289000000,3856000000,8843000000,-808000000,-5371000000,3.01001E+11,1.77609E+11,1.77077E+11,70056000000,17205000000,2705000000,22851000000,47927000000,43890000000,6923000000
Microsoft,31-12-2020,43076000000,28882000000,17897000000,15463000000,571000000,14194000000,4899000000,1139000000,18337000000,12516000000,4174000000,-13634000000,4230000000,-4008000000,788000000,-1669000000,3.04137E+11,1.73901E+11,1.73973E+11,67486000000,14432000000,1924000000,27312000000,51737000000,44219000000,6555000000
Microsoft,31-03-2021,41706000000,28661000000,17048000000,15457000000,633000000,13045000000,5204000000,1327000000,17236000000,22179000000,5089000000,-13192000000,4221000000,290000000,-329000000,-9684000000,3.08879E+11,1.74374E+11,1.65614E+11,72193000000,13702000000,2245000000,26322000000,54945000000,49698000000,8127000000
Microsoft,30-06-2021,46152000000,32161000000,19095000000,16458000000,553000000,13991000000,5687000000,1522000000,19405000000,22710000000,6452000000,-11371000000,4214000000,-11606000000,-388000000,-10853000000,3.33779E+11,1.91791E+11,1.84406E+11,88657000000,14224000000,2636000000,38043000000,70803000000,49711000000,7800000000
Microsoft,30-09-2021,45317000000,31671000000,20238000000,20505000000,539000000,13646000000,5599000000,1287000000,20524000000,24540000000,5810000000,-16276000000,4206000000,10486000000,-777000000,-3250000000,3.35418E+11,1.8344E+11,1.74326E+11,80528000000,19165000000,3411000000,27349000000,75347000000,50455000000,7794000000
Microsoft,31-12-2021,51728000000,34768000000,22247000000,18765000000,525000000,16960000000,5758000000,1384000000,22515000000,14480000000,5865000000,-11986000000,4652000000,-5543000000,394000000,-1161000000,3.40389E+11,1.80379E+11,1.74188E+11,77510000000,20604000000,3019000000,33520000000,67214000000,50921000000,7462000000
